置天1号广场,商铺,川沙,环庆中路庆利路
鼎鑫名流苑,住宅,川沙,川周路8682弄 
金领国际,住宅,川沙,川沙路1666号 
天和湖滨,住宅,川沙,东亭路425号
顺馨佳园(浦东),住宅,川沙,新德西路99弄
地纬生活广场,商铺,川沙,新德西路100弄、荣川路528-554号(双..
沙田公寓,住宅,川沙,华夏东路1152弄
东海御庭,别墅,川沙,华夏东路5888弄
万馨佳园,住宅,川沙,川沙新德西路207弄
新德佳苑,住宅,川沙,新德西路511弄
翔川家园,住宅,川沙,翔川路458弄
贝越水岸名邸,住宅,川沙,妙境路1367弄
绿海家园,住宅,川沙,川周公路8828弄
妙城公寓,住宅,川沙,城南路550弄,妙境路623弄
东方城市绿洲,住宅,川沙,城丰路577号(近华夏三路)
舒馨北苑,住宅,川沙,新德西路508弄
永达城市公寓,住宅,川沙,南桥路707弄1-40号
合欢公寓,住宅,川沙,新德路908弄
凌港城,住宅,川沙,晨阳西路150弄
珠光苑,住宅,川沙,华夏二路200弄
佳洲欣苑,住宅,川沙,新川路969号
御景豪园,住宅,川沙,华夏二路350弄
月亮湾园,住宅,川沙,城丰路288弄
见龙苑,住宅,川沙,城西路195弄
晨阳小区,住宅,川沙,晚霞路551弄
恒越生活广场,商铺,川沙,上海浦东新区川沙镇妙境路1075-1079..
银龙小区,住宅,川沙,华夏东路1036弄
妙栏小区,住宅,川沙,妙栏路392弄、妙栏路353弄
川杨�园,住宅,川沙,华夏东路1799弄
临河小区,住宅,川沙,华夏一路325弄
界龙花苑,住宅,川沙,川环南路1049弄
华盛名门,住宅,川沙,浦东川沙进贤路250弄
东都豪苑,住宅,川沙,东亭路471弄
天环苑,住宅,川沙,江晖路436弄
水景豪园,住宅,川沙,华夏东路2345弄
瀚龙苑,住宅,川沙,华夏东路860弄
南桥曙光,住宅,川沙,南桥路237弄、曙光路95弄、南桥路29..
青厦小区,住宅,川沙,妙镜路162-124弄
宝龙城市广场,商铺,川沙,金海路2505弄
钻石苑,住宅,川沙,城南路747弄
银华苑(浦东),住宅,川沙,青艺路181弄
欧泊圣堡苑,别墅,川沙,栏学路328弄
妙境公寓,住宅,川沙,妙境路600弄
百欣苑,住宅,川沙,东亭路836弄
城南小区,住宅,川沙,川环南路130弄
象屿鼎城,住宅,川沙,华夏二路688号
东郊半岛,住宅,川沙,江环路688弄(近川南奉公路A1出口)
城南居委,住宅,川沙,城南路267弄
华沙一村,住宅,川沙,新川路625弄
兴东名苑,住宅,川沙,华夏东路2139弄
绿地东海岸国际广场商铺,商铺,川沙,浦东新区川沙路5558弄6号(近锦川路)
象屿鼎城别墅,别墅,川沙,川沙镇华夏二路688号(近城丰路) 
桃园公寓,住宅,川沙,南桥路459弄
晨光公寓,住宅,川沙,华夏东路1260弄
城西四村,住宅,川沙,华夏东路2026弄
鸿基公寓,住宅,川沙,华夏东路858弄
新德公寓,住宅,川沙,新德路835弄
施湾家园,住宅,川沙,施镇路255弄、385弄
运河小区,住宅,川沙,运通路728弄
银凤小区,住宅,川沙,城丰路245弄,城丰路143弄
御景华庭,住宅,川沙,川银路81弄
东方现代商业广场,商铺,川沙,晨阳路225弄
上浦小区,住宅,川沙,城丰路70、130弄
城西三村,住宅,川沙,华夏东路2110弄
明珠小区,住宅,川沙,新德路735弄1-22号
东郊半岛别墅,别墅,川沙,江环路688弄(川南奉公路近A1出口) 
华港花园,住宅,川沙,新德路1058弄
园西一居,住宅,川沙,川沙路5122弄
龙馨华庭,住宅,川沙,普庆路115弄
临丰小区,住宅,川沙,妙境路404弄、妙境路370弄
川北小区,住宅,川沙,川沙路4586弄
佳运公寓,住宅,川沙,川环南路579弄
欧洲苑,住宅,川沙,进贤路155弄
海霞佳苑,住宅,川沙,海霞路685弄
金象华庭,别墅,川沙,华夏三路85弄
妙境一村,住宅,川沙,川沙川环南路918弄、898弄
妙境家园,住宅,川沙,川环南路806弄
界龙新世纪公寓,住宅,川沙,川沙路4850弄
申华公寓,住宅,川沙,青艺路181弄1-47号
华夏金桂苑别墅,别墅,川沙,华夏东路1349弄
新生小区,住宅,川沙,新建路118弄92弄
盛世联奕苑,住宅,川沙,航城三路675弄
玉宇小区,住宅,川沙,新川路856弄
贝越河滨雅筑,住宅,川沙,北市街308弄
英伦花园,住宅,川沙,新源路328弄
和憬家园,住宅,川沙,硕川路125弄
园西二居,住宅,川沙,城南路627弄
远东小区,住宅,川沙,塘东街178弄
东都小区,住宅,川沙,城南路341弄
华沙二村,住宅,川沙,川沙新川路709弄
东绣苑,住宅,川沙,华夏二路1255弄
青夏小区,住宅,川沙,妙境路124弄
王桥苑,住宅,川沙,王桥苑川环南路1155弄
心圆西苑,住宅,川沙,华夏二路1500弄
城西一村,住宅,川沙,华夏东路2170弄
绿地东海岸国际广场,写字楼,川沙,川沙路5558弄6号(翔川路口)
鑫龙花苑,住宅,川沙,城丰路212弄
新德五村,住宅,川沙,新德路604弄
心圆东苑,住宅,川沙,华夏二路1455弄1-54号
银光苑,住宅,川沙,川银路150弄
晴川佳苑,住宅,川沙,华夏三路299弄
城西二村,住宅,川沙,新德路440弄
佳腾花园,住宅,川沙,华夏一路34弄
思凡花苑,住宅,川沙,航城五路151弄
新川居委,住宅,川沙,新川路279弄
南桥小区,住宅,川沙,南桥路297弄
新德四村,住宅,川沙,川沙镇华夏东路2026弄
虹盛小区,住宅,川沙,虹盛路85弄、虹盛路69弄、虹盛路107..
金宇别墅,别墅,川沙,华夏三路201弄
海霞新苑,住宅,川沙,江绣路633弄
曙光北苑,住宅,川沙,南桥路86弄
玉宇新苑,住宅,川沙,新川路1100弄
妙境路商铺,商铺,川沙,妙境路商铺
曙航苑,住宅,川沙,川环南路148弄
立诚苑,住宅,川沙,新德路939弄
妙栏路265弄小区,住宅,川沙,妙栏路265弄
川沙路5245弄小区,住宅,川沙,川沙路5245弄
川沙桃园新村,住宅,川沙,南桥路922号
界龙阳光苑(西区),住宅,川沙,南桥路1152弄1-29号
华夏金桂苑,住宅,川沙,华夏东路1349弄
华邦佳苑,住宅,川沙,华夏东路3038弄
舜川公寓,住宅,川沙,凌空路55弄
新川路190弄小区,住宅,川沙,新川路190弄
川沙路4650弄小区,住宅,川沙,川沙路4650弄
东方城市豪苑,住宅,川沙,城南路278弄(川黄路城南路口)
恒纬家苑,住宅,川沙,航城三路692弄
金湾佳园,住宅,川沙,航城七路450弄
梅园别墅,别墅,川沙,华夏东路2707弄
西泥路113弄小区,住宅,川沙,西泥路113弄
金厦苑,住宅,川沙,南桥路983弄
临园小区,住宅,川沙,川沙路5015弄
曙光东苑,住宅,川沙,学北路337弄
胜利小区,住宅,川沙,胜利路851弄
曙光苑,住宅,川沙,学北路165弄
新德路365弄小区,住宅,川沙,新德路365弄
新川路商铺,商铺,川沙,新川路商铺
新源商业楼,商铺,川沙,新源路501弄(靠近民贤路)
城丰小区,住宅,川沙,城丰路15弄
城南路229弄小区,住宅,川沙,浦东新区川沙镇城南路229弄
河浜小区,住宅,川沙,城南路329弄---城南路383弄
妙栏路200弄,住宅,川沙,妙栏路200弄
妙境路370弄小区,住宅,川沙,浦东新区妙境路370弄
情谊苑,住宅,川沙,情谊路625弄
思凡馨苑,住宅,川沙,施湾三路1056弄
万家新天地商都,商铺,川沙,德川路369弄(近华夏东路)
华夏花园,别墅,川沙,华夏东路1348弄
金顺佳苑,住宅,川沙,施湾二路766弄
明光苑,住宅,川沙,新德路330弄
曙光路25弄小区,住宅,川沙,曙光路25弄
玉兰苑,住宅,川沙,华夏一路55弄
华夏银桂苑,住宅,川沙,青夏路200弄
界龙阳光苑(东区),住宅,川沙,川沙南桥路1100弄1-23号
江绣苑,住宅,川沙,海霞路135弄
妙栏路353弄小区,住宅,川沙,妙栏路353弄
思凡小区,住宅,川沙,施湾二路1026弄
川环南路商铺,商铺,川沙,川环南路商铺
水景豪园别墅,别墅,川沙,华夏东路2345弄
东锦苑,住宅,川沙,华夏二路1278弄1-23号
金星小区,住宅,川沙,川环南路345弄
南桥路645号,住宅,川沙,南桥路645号
前哨路198弄小区,住宅,川沙,前哨路198弄
上海浦东国际服装服饰时尚中心,商铺,川沙,浦东川图路300号
新川苑,住宅,川沙,新川路640弄
百盛苑,住宅,川沙,晨阳路79弄
黄楼花苑,住宅,川沙,川周公路6561弄
妙境三村,住宅,川沙,南桥路1060弄
思凡南苑,住宅,川沙,施湾三路1106弄
新德路506弄小区,住宅,川沙,新德路506弄
航城园,住宅,川沙,施新路555弄
金磊苑,住宅,川沙,华夏二路90弄
绿地公寓(川沙),住宅,川沙,青厦路226弄
施宏小区,住宅,川沙,施宏路501弄539弄
临园西小区,住宅,川沙,川沙路5046弄
妙栏路401弄小区,住宅,川沙,妙栏路401弄
新川小区,住宅,川沙,新川路742弄
新洲豪园,住宅,川沙,华夏东路1801弄
西泥路139弄小区,住宅,川沙,西泥路139弄
银光苑商铺,商铺,川沙,妙境路348号
川沙公寓,住宅,川沙,新川路899弄
川南商业楼,商铺,川沙,川环南路99号
东方现代LOFT公寓,写字楼,川沙,浦东新区晨阳路225号
华茂苑,住宅,川沙,川沙路4625弄
海派青年公寓,住宅,川沙,川沙华夏东路3103号
龙馨公寓,住宅,川沙,川六公路1159弄
明星花苑,别墅,川沙,华夏东路2977弄
妙境路395弄小区,住宅,川沙,妙境路395弄
宁怡苑商铺,商铺,川沙,秀沿路2785弄
南桥路669弄小区,住宅,川沙,浦东新区川沙镇南桥路669弄
恒乐苑,住宅,川沙,新川路922弄
鹤兴苑,住宅,川沙,乔家浜路111号
合庆小商品市场,商铺,川沙,庆荣路262弄15-164号
康河街,商铺,川沙,川周公路2765号
绿地东海岸时代广场,商铺,川沙,施新路802弄
妙境路715弄小区,住宅,川沙,妙境路715弄
石皮小区,住宅,川沙,石皮路89弄
石皮路小区,住宅,川沙,石皮路95弄
新德路341弄小区,住宅,川沙,新德路341弄
新川路742弄小区,住宅,川沙,新川路742弄
云川公寓,住宅,川沙,民贤路28弄
华佳苑,住宅,川沙,华夏东路1881号
金领国际商铺,商铺,川沙,川沙路1666弄100号(近锦绣东路)
浦云大厦,住宅,川沙,浏河路19号
清夏小区,住宅,川沙,新德路124弄
泰兴公寓,住宅,川沙,川沙路3321弄
学北小区,住宅,川沙,川环南路408弄
西市街85弄小区,住宅,川沙,西市街85弄
城南路356弄小区,住宅,川沙,城南路356弄
城南路368弄小区,住宅,川沙,城南路368弄
城南路374弄小区,住宅,川沙,城南路374弄
华天小区,住宅,川沙,妙境路141弄
航城三路86弄小区,住宅,川沙,航城三路86弄
华夏银桂苑商铺,商铺,川沙,浦东新区浦东青厦路200弄
锦绣东郊商墅,写字楼,川沙,物流大道866号
庆荣路商业街,商铺,川沙,浦东新区合庆镇庆荣路179号
曙光路商铺,商铺,川沙,曙光路商铺
同馨苑商铺,商铺,川沙,云雅路337号
张江现代医疗器械园,写字楼,川沙,瑞庆路528号
金钟苑,住宅,川沙,妙境路55弄
金象华庭商铺,商铺,川沙,华夏三路85弄
界龙阳光苑西区商铺,商铺,川沙,南桥路1152弄1-29号
妙龙小区,住宅,川沙,川环南路1223弄
南桥路457号,住宅,川沙,南桥路457号
前哨小区,住宅,川沙,前哨路231弄
石皮路61弄,住宅,川沙,石皮路61弄
万丰别墅,别墅,川沙,浦东新区川沙镇青厦路150弄
旺族生活广场,商铺,川沙,华夏东路560号
新德三村,住宅,川沙,华夏东路2110弄
学北路20弄小区,住宅,川沙,学北路20弄
壹领御・张江,写字楼,川沙,川沙路、川宏路
翠珠大厦,住宅,川沙,新川路378弄
晨阳路551弄小区,住宅,川沙,晨阳路551弄
城南路497弄小区,住宅,川沙,浦东新区川沙镇城南路497弄
华星小区,住宅,川沙,华夏东路2938弄
和憬家园商铺,商铺,川沙,硕川路125弄
南桥路621弄小区,住宅,川沙,浦东新区川沙镇南桥路621弄
普陀新村,住宅,川沙,川六公路1937弄
施新路717弄小区,住宅,川沙,施新路717弄
幸福宜居商铺,商铺,川沙,宣桥镇汇成路1245弄
西市小区,住宅,川沙,西市街101弄
新川公寓,住宅,川沙,新川路603号
新德路386弄小区,住宅,川沙,新德路386弄
金商汇商业街,商铺,川沙,江镇晨阳西路370号
凯顿阳光服务公寓,写字楼,川沙,利川路501号
乔港路11弄小区,住宅,川沙,乔港路11弄
青厦路商铺,商铺,川沙,青厦路商铺
施港公寓,住宅,川沙,川南奉公路3424弄
施湾二路863弄小区,住宅,川沙,施湾二路863弄
王桥街41弄小区,住宅,川沙,王桥街41弄
新川路300弄小区,住宅,川沙,新川路300弄
西泥路95弄小区,住宅,川沙,西泥路95弄
鑫旺休闲坊,商铺,川沙,华夏二路550弄
新源小区,住宅,川沙,西市街175弄
新德路379弄小区,住宅,川沙,新德路379弄
新德路681弄小区,住宅,川沙,新德路681弄
夏华之春商业广场,商铺,川沙,妙境北路65号
北城小区,住宅,川沙,北城壕路111弄
北城壕路51号,住宅,川沙,北城壕路51号
北城壕路57号,住宅,川沙,北城壕路57号
北城壕路63号,住宅,川沙,北城壕路63号
城南路329弄小区,住宅,川沙,城南路329弄
城南路232弄小区,住宅,川沙,城南路232弄
川杨�园商业,商铺,川沙,浦东区川沙镇华夏东路1799号
东唐花苑,住宅,川沙,华夏东路2496弄
东城壕路8弄小区,住宅,川沙,东城壕路8弄
华飞工业园,写字楼,川沙,川沙路4463号
华夏东路1125弄小区,住宅,川沙,华夏东路1125弄
汇领商墅,写字楼,川沙,浦东区六灶镇鹿达路38号
华夏东路2433弄小区,住宅,川沙,华夏东路2433弄
海中心,写字楼,川沙,浦东川图路300号
华飞工业园商铺,商铺,川沙,川沙路4463号
华盛名门商铺,商铺,川沙,进贤路250弄
华洲大楼,写字楼,川沙,川沙路5229号
捷雄花苑,住宅,川沙,华夏东路1645弄
金钟苑商铺,商铺,川沙,浦东新区妙境路55弄
嘉依嘉服饰小商品市场,商铺,川沙,川沙华夏东路1866-1900号
建华东方大厦,商铺,川沙,花木路796、800号
龙馨茗园,住宅,川沙,普庆路500弄
龙馨华庭商业,商铺,川沙,浦东新区普庆路115弄
妙境二村,住宅,川沙,川沙川环南路921弄
妙镜路395弄小区,住宅,川沙,妙境路395弄
明光苑商铺,商铺,川沙,新德路330弄
南桥路51弄小区,住宅,川沙,南桥路51弄
南市街30弄小区,住宅,川沙,南市街30弄
南市街16弄小区,住宅,川沙,南市街16弄
南市街58弄小区,住宅,川沙,南市街58弄
南市街42弄小区,住宅,川沙,南市街42弄
南桥路651弄小区,住宅,川沙,浦东新区川沙镇南桥路651弄
南桥路633弄小区,住宅,川沙,浦东新区川沙镇南桥路633弄
南桥路627弄小区,住宅,川沙,浦东新区川沙镇南桥路627弄
南桥路677弄小区,住宅,川沙,浦东新区川沙镇南桥路677弄
农科路21弄小区,住宅,川沙,农科路路21弄
乔家浜路21弄小区,住宅,川沙,乔家浜路21弄
乔港路43号,住宅,川沙,乔港路43号
乔港路33号,住宅,川沙,乔港路33号
乔港路29号,住宅,川沙,乔港路29号
乔港路27号,住宅,川沙,乔港路27号
荣华苑,住宅,川沙,庆荣路485弄
圣御工业总部园,写字楼,川沙,川宏路365号
旺族家园,住宅,川沙,华夏东路1668弄
新德一村,住宅,川沙,新德路440弄
西河滨路116弄小区,住宅,川沙,西河滨路116弄
新德路558弄小区,住宅,川沙,新德路558弄
学北路27号,住宅,川沙,学北路27号
新德小区,住宅,川沙,川沙镇西泥路113弄
新德路502弄小区,住宅,川沙,新德路502弄
西泥路130弄小区,住宅,川沙,西泥路130弄
西泥路107弄小区,住宅,川沙,西泥路107弄
西泥路108弄小区,住宅,川沙,西泥路108弄
西泥路87弄小区,住宅,川沙,西泥路87弄
新川路209弄小区,住宅,川沙,新川路209弄
新润花园,住宅,川沙,妙境路99弄
新德路小区,住宅,川沙,新德路367号
贤居苑,住宅,川沙,浦东新区川沙镇进贤路168弄
益民路19弄小区,住宅,川沙,益民路19弄
益民路45号,住宅,川沙,益民路45号
益民路37弄小区,住宅,川沙,益民路37弄
益民路20号,住宅,川沙,益民路20号
益民路9号,住宅,川沙,益民路9号
益民路15号,住宅,川沙,益民路15号
益民路27号,住宅,川沙,益民路27号
易士通货运中心,写字楼,川沙,河滨北路380号
金钻苑,住宅,曹路,海松路359弄、海松路398弄、海松路4..
中虹家园,住宅,曹路,海鸣路98弄
万科蓝山,别墅,曹路,上海市浦东新区曹路镇金海路3333号
绝对城市,住宅,曹路,顾唐路138弄
丰舍东苑,住宅,曹路,民春路516弄
龚路新城,住宅,曹路,龚华路479弄
阳光苑(曹路),住宅,曹路,民同路176弄、 10弄、40弄、民耀路9..
银丰苑,住宅,曹路,银峰路549弄,119弄
星颂家园,住宅,曹路,海松路52弄
丰舍西苑,住宅,曹路,民雨路336弄
星晓家园,住宅,曹路,金晓路96弄
上海万科第五园,别墅,曹路,金海路3333号
海尚东苑,住宅,曹路,金睦路353弄
佳伟景苑,住宅,曹路,金钻路669弄
舜峰家苑,住宅,曹路,海鹏路301弄
星纳家园,住宅,曹路,海纳路129弄
星金家园,住宅,曹路,金晓路289弄
